year,AT,BE,BG,CH,CY,CZ,DE,DK,EE,EL,ES,FI,FR,HR,HU,IE,IS,IT,LI,LT,LU,LV,MT,NL,NO,PL,PT,RO,SE,SI,SK,UK
2020,1.010171040746377,1.0576729538233063,0.7397845676741306,1.0091517702869977,0.6992677018526068,0.9756347739934519,0.9415003985316678,1.0038256230803495,0.7047429021222562,0.6801235824933111,0.9809078393042583,0.8672829330808882,0.9959777843910079,0.7027986839238651,0.946797265782273,1.0074663026285537,1.0003053615031257,0.9847705584023702,1.0086966226069431,0.707361396976576,1.1262700202110336,0.7089727523679221,0.837140610186032,1.0044823004772545,1.0000610093683342,0.9348651422102512,0.8700221411767799,0.9216702734259099,1.007188900751548,0.9719702204741286,0.9711043742934717,1.0092404025292077
2021,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
2022,0.9667824879602283,0.9162683179628701,1.037941224160564,0.9668278267306453,1.0855162072225921,1.0277140596662686,0.9501952280437924,0.9686043537399642,1.0111248742215195,0.999993180664272,0.9846937220384475,0.9997515988719283,0.9808624556479567,1.0351090850744529,1.0568081373011284,0.9608404135306219,0.9992540999369277,0.9813924281078306,0.9633765502539977,1.076488441093714,0.8677758691968972,1.0332295839004713,1.0732029572441104,0.9888574240345688,0.9998218566893429,1.0846649590755861,1.0261026127131863,1.0889895080888803,0.9894803818677036,0.9937077495902022,1.0333631089655653,0.9670036918353393
2023,0.9275885364565025,0.8307829365090517,1.0918917720116603,0.9268601166677664,1.1744579413328826,1.0639206806630415,0.8981968428217164,0.9311213022864591,1.0266362904466946,0.9999804351835975,0.9607782092113769,0.9992303233148689,0.957015870827078,1.0698378780977178,1.119533747351836,0.9115390033953104,0.9976894122546232,0.9546806008884569,0.9168966755795884,1.1886983351470544,0.7401496299095891,1.0826676670692217,1.1508100505034675,0.973123872009707,0.9993866651655074,1.1970820411271161,1.0518977562854108,1.1922357615247627,0.9752193291698051,0.9779423764590112,1.0757545264902422,0.9245557967072197
2024,0.8825821932190608,0.7454191698515239,1.1666692703095212,0.8801362617670755,1.2610765601440754,1.109619005662507,0.8445441153988317,0.8876249411654389,1.0477370797110492,0.9999575506945845,0.9317118503841018,0.9982392553598138,0.9281160297217901,1.1032232308604863,1.1851815026649357,0.8533655506763269,0.9947494459863481,0.9234544820477437,0.8602103652522175,1.3477152351317316,0.6204732426465178,1.15383731130775,1.2299473881502998,0.9516501523737044,0.9984528224610042,1.340379488276876,1.0752265244757448,1.3086050534722442,0.9569089271039775,0.9553331113774696,1.127337486197365,0.87208368012063
2025,0.8321680152579934,0.6618623683452474,1.2676443880571138,0.8270133955933094,1.3386367171761195,1.165280727113353,0.7898161126436107,0.8384416810220975,1.0757296025673988,0.9999179396347747,0.9022362101997234,0.9965018515761804,0.8939623324848865,1.134249225011441,1.2497150449113803,0.7871981937078761,0.9896685611379163,0.8925582609117776,0.7936654003137649,1.5650295707244517,0.5112164231800899,1.2529397333469885,1.3071364751101582,0.9232855156495847,0.9966367134624464,1.5155139547329393,1.0938511176017123,1.4357865956012077,0.9343494171236189,0.929747826706893,1.1873193377405,0.8096393248411872
2026,0.7769858577213734,0.5815608844946627,1.4003961826080538,0.768176919505027,1.4002019349332158,1.2306064723279782,0.7320939078250827,0.7841515636857104,1.111922375128373,0.9998517208788719,0.8661608070004883,0.9936515289426484,0.8545267054245973,1.1618916264158043,1.3083591856639507,0.7135311895652686,0.9814505492800326,0.855968209628064,0.7184186466715092,1.850826526227207,0.41395282330240263,1.3863287202968189,1.378520874856096,0.8870001523567804,0.9933677645597079,1.7203440852203584,1.1057833956988763,1.5702248813307873,0.9074554545174106,0.8942966913623659,1.2537520450633701,0.738037105194196
2027,0.717891528918661,0.5056959085133739,1.5701768266919824,0.7046274889719482,1.439610297165967,1.3043163556938755,0.6743907568756282,0.7255741263362724,1.157494631229158,0.9997446304857864,0.8267885910662727,0.9892242764832602,0.8099765214729173,1.1851659370305307,1.3560872950132812,0.6327830136213083,0.9688646892714456,0.817034837073062,0.6364586123284592,2.211607897446646,0.3294176089086317,1.5596636622111406,1.4401692187781936,0.8420377849295968,0.9878423019676008,1.9489193052953608,1.1096009584285078,1.7071745001647516,0.8762611038359474,0.8516894210686416,1.3234658576092801,0.65891954484739
2028,0.6559229408833798,0.43516801831078633,1.7811880370948663,0.6376420455150438,1.4524559442665506,1.3840208435503036,0.617291936492903,0.6637377790998262,1.2133216438578607,0.9995767654311761,0.7843878286497371,0.9826557265902572,0.7606886489957019,1.2031754474315366,1.3882349149507383,0.5458566981443552,0.9504704277733333,0.7760562255884463,0.5505107123540638,2.6473973796258736,0.25761894857996104,1.7767429412984495,1.4884230165383117,0.7880829369032015,0.9789825687642092,2.191191429290265,1.1046758664800653,1.840895780404971,0.8409221602376734,0.8019566968541642,1.3921831971663219,0.574717603499473
2029,0.5922528778366959,0.3705991601760162,2.0357098370477495,0.5687092520923877,1.4368588081879425,1.4662149962079163,0.5613510518081595,0.5998333093726589,1.2797720468884028,0.9993211659053357,0.739320772095756,0.9732846524723808,0.7072519092581814,1.2151553989658268,1.401138775285161,0.4547815570468323,0.9246846002327347,0.7333745684367945,0.4638148292266128,3.149040221004327,0.19798327566548823,2.038105801582889,1.5202467233549035,0.7254173006926117,0.9654116594946515,2.433324413258489,1.0912576405726537,1.9649918568771456,0.801714809328989,0.7456481112341318,1.4548320742985714,0.48848491018468054
2030,0.5281310247549469,0.3123478892059803,2.3331687568636683,0.49944297384566705,1.3938320989055846,1.5464258270654678,0.5070774720830955,0.5351539224319058,1.3564981089389023,0.9989422451017598,0.6920356451753309,0.9603653446567869,0.6504558168605923,1.2205094693888099,1.3926766103090122,0.3631357348484814,0.8899059841377929,0.6893700054114028,0.37979242480799125,3.6963217574217313,0.14951445714151443,2.339603446372828,1.5335329736480774,0.6550322253937606,0.9454610077292183,2.6586940223661086,1.0703870967474312,2.0728664415855436,0.7590299818349691,0.6838517100700198,1.5060400699933787,0.4036091953038555
2031,0.4648192629430489,0.260535098974185,2.6692788898451996,0.4314807379359338,1.3271435827450495,1.6195197378146107,0.45492596115868333,0.4710259455558126,1.4422491385506067,0.998394080329455,0.6430543564577836,0.9430916398692246,0.5912644983213301,1.2188353230694298,1.3625888053161308,0.2758849488049552,0.844708657806877,0.6444500663443307,0.3016516185521677,4.257690902111138,0.11094960480674067,2.671252900973432,1.527319343003098,0.5786634206897143,0.9172336261620417,2.849541902442759,1.0436603512205964,2.1582601741263328,0.7133630962706976,0.6181094511079016,1.540748516398698,0.32343517143475153
2032,0.4035252482677668,0.21507717021556672,3.0354233954837895,0.36637680852689414,1.2426895117217853,1.6801481674058458,0.40528855768134264,0.40873570210085597,1.5347445205531267,0.9976185862573679,0.5929563895439431,0.9206353498638369,0.5307760711972495,1.209936889245551,1.3125016659947033,0.19841482001324834,0.7881052653479291,0.5990394591148935,0.23200338011088661,4.792195155655826,0.08089837705124056,3.016757037531514,1.5018843664175248,0.4987219717915247,0.878751294327558,2.9890991603446997,1.012899338504349,2.215806045690285,0.665299230235071,0.5502347053850504,1.5548517051131718,0.2508628550570905
2033,0.3453397645084475,0.1757234499238607,3.418452692115454,0.3055010414960178,1.1475210213862423,1.7232803651731856,0.35848877145115604,0.3494588585400836,1.6306436822052928,0.9965436007206915,0.5423596024645094,0.8922012329207692,0.4701693860567172,1.1938222722952296,1.2456369108613534,0.13497649322510863,0.7198614310516305,0.5535692998634297,0.1725695045308398,5.253790665143082,0.05795736848796012,3.3540519893630063,1.4587079998866397,0.41811239603430467,0.828212831509751,3.063856948413503,0.9798050220256705,2.2415349291336697,0.6154941122485831,0.48208235562266055,1.545747691190551,0.18800259308721198
2034,0.2911831763210966,0.14209519261394624,3.8010476127627904,0.24995460419429888,1.0487432136454324,1.744749288722184,0.3147781583104635,0.2941985838800417,1.7256434733177968,0.9950809264141752,0.49189891182448203,0.857099210159732,0.4106416821188683,1.1706876368866583,1.1662657258207885,0.08730372217111755,0.640813235182671,0.5084662450896792,0.1240465700278864,5.597563898029559,0.040795796342354765,3.657094729688808,1.4003020537165598,0.33995066298581295,0.7643765379119833,3.0655754441710683,0.9456672232565692,2.2332634778582676,0.5646516620709154,0.4153503397567086,1.5126930387623803,0.13596314600162684
2035,0.24176547345146532,0.11372349614991414,4.1627267530555745,0.2005118038823591,0.9525228865764144,1.741726210634502,0.27433525361446454,0.24373807080433438,1.8147182725289646,0.9931243885999506,0.4422040138822075,0.8148320363117959,0.35334213153957633,1.1408888989061414,1.0790264998328483,0.05426217396869605,0.5531061833077086,0.46414206070851866,0.08615150093081085,5.786769111262792,0.028212594569484748,3.8988330305184187,1.32993546519689,0.2672184854402039,0.6870449365559707,2.9926225226240493,0.9111836521139081,2.190809423006401,0.5134991030669119,0.35147705812292607,1.4568859200937894,0.09481923855924179
2036,0.19756298637842482,0.09008427994406523,4.481472868769686,0.15759386750450993,0.8633913527100795,1.7130455801109117,0.2372667605308352,0.19861142238572607,1.892495872964677,0.9905479902327586,0.39387738205881356,0.7651930210013349,0.2993071851338234,1.1049044276799467,0.9882544122548359,0.032754172545976255,0.4602495829234381,0.4209832860155927,0.05782556306781419,5.799172945819806,0.019167891614201234,4.054963950667509,1.251293959462523,0.20241045291493953,0.5975701523678268,2.850335291983992,0.8764092896387364,2.1160021123044968,0.462760899133314,0.291640611952312,1.3812553980780338,0.06375755338729755
2037,0.15881304933180776,0.07062891890770065,4.735830641643924,0.12127611031241974,0.7839356110515777,1.65932427481457,0.20361085769939674,0.1590948147788728,1.9537363604090976,0.9872042720439869,0.34747372852821173,0.7083638833354737,0.24940386457367297,1.0632930672817398,0.8974598829377219,0.019219400462370424,0.36688488126846014,0.3793423126620966,0.03753255562562129,5.631187906594134,0.012793582462225018,4.10778708117072,1.1681210839165437,0.14724262767022314,0.49922275839628955,2.650288413629401,0.8408266582999783,2.0124853022672093,0.4131329075829837,0.23680163288019543,1.2899974123201676,0.04135177494044562
2038,0.12552594665606492,0.054809705133792484,4.907213668204452,0.09132532594503201,0.7148679350767381,1.5828547196842992,0.17334233646607158,0.12521751764494557,1.9938570706866654,0.9829230161866541,0.3034821703124365,0.6449980711143051,0.2042865502140111,1.016652474374033,0.8090464613847703,0.010786430850829894,0.278220257009823,0.33953171899124046,0.02356939143057936,5.298726914577442,0.008388403922926318,4.049309571592356,1.0838868288425545,0.10248766674139556,0.39720828908625844,2.4085889109326724,0.803506247675123,1.8853395332917384,0.3652581714062231,0.18771595493777257,1.1879534610501923,0.02588667232537076
